id,latitude,longitude,elevation,country,name,state,21-Mar,21-Jun,21-Sep,21-Dec
AE000041196,25.333,55.517,34,AE,SHARJAH INTER. AIRP,,30.12702703,40.67073171,39.49302326,25.92307692
AEM00041194,25.255,55.364,10.4,AE,DUBAI INTL,,28.6173913,39.74827586,39.27037037,26.25172414
AEM00041217,24.433,54.651,26.8,AE,ABU DHABI INTL,,30.84074074,41.116,40.58275862,26.02962963
AEM00041218,24.262,55.609,264.9,AE,AL AIN INTL,,31.95833333,45.18125,41.32941176,26.56666667
AFM00040948,34.566,69.212,1791.3,AF,KABUL INTL,,16.44615385,31.875,27.7,8.925
AG000060390,36.7167,3.25,24,AG,ALGER-DAR EL BEIDA,,20.03676471,28.41486486,29.51617647,17.19577465
AG000060590,30.5667,2.8667,397,AG,EL-GOLEA,,24.98589744,40.18125,35.7,17.20253165
AG000060611,28.05,9.6331,561,AG,IN-AMENAS,,26.04230769,39.74528302,36.57758621,18.69814815
AG000060680,22.8,5.4331,1362,AG,TAMANRASSET,,26.08028169,35.6,32.67837838,21.01142857
AGE00135039,35.7297,0.65,50,AG,ORAN-HOPITAL MILITAIRE,,18.71818182,26.47142857,26.42238806,15.80769231
AGE00147704,36.97,7.79,161,AG,ANNABA-CAP DE GARDE,,19.64,27.56,29.42307692,16.69565217
AGE00147705,36.78,3.07,59,AG,ALGIERS-VILLE/UNIVERSITE,,18.38367347,26.712,27.3,15.86041667
AGE00147706,36.8,3.03,344,AG,ALGIERS-BOUZAREAH,,15.52173913,26.70833333,25.68,13.04545455
AGE00147708,36.72,4.05,222,AG,TIZI OUZOU,,19.7440678,32.36949153,31.26296296,15.05357143
AGE00147709,36.63,4.2,942,AG,FORT NATIONAL,,14.3125,25.756,25.3,10.04897959
AGE00147710,36.75,5.1,9,AG,BEJAIA-BOUGIE (PORT),,19.85789474,25.52352941,28.82777778,17.255
AGE00147711,36.3697,6.62,660,AG,CONSTANTINE,,16.82051282,28.65909091,28.44117647,11.57894737
AGE00147712,36.17,1.34,112,AG,ORLEANSVILLE (CHLEF),,19.90909091,34.02631579,31.26315789,14.21428571
AGE00147713,36.18,5.4,1081,AG,SETIF,,14.69736842,29.655,26.15277778,9.305
AGE00147714,35.77,0.8,78,AG,ORAN-CAP FALCON,,18.0125,25.25555556,26.32222222,16.28421053
AGE00147715,35.42,8.1197,863,AG,TEBESSA,,18,31.68965517,28.8,11.83870968
AGE00147716,35.1,-1.85,83,AG,NEMOURS (GHAZAOUET),,18.68412698,25.67058824,26.2953125,17.275
AGE00147717,35.2,0.63,476,AG,SIDI-BEL-ABBES,,18.70434783,31.22666667,29,14.9627907
AGE00147718,34.85,5.72,125,AG,BISKRA,,23.375,37.09620253,33.46626506,17.01081081
AGE00147719,33.7997,2.89,767,AG,LAGHOUAT,,20.23541667,34.7893617,31.52380952,13.84761905
AGE00147720,33.68,1,1320,AG,GERYVILLE (EL-BAYADH),,15.8974359,31.14634146,28.31707317,9.5
AGE00147780,37.08,6.47,195,AG,SKIKDA-CAP BOUGAROUNI,,15.66666667,28.5,25,12.85714286
AGE00147794,36.78,5.1,225,AG,BEJAIA-CAP CARBON,,17.11111111,27.45454545,27.4,15.33333333
AGM00060351,36.795,5.874,11,AG,JIJEL,,18.825,27.76296296,28.1037037,17.55714286
AGM00060353,36.817,5.883,6,AG,JIJEL-PORT,,17.475,26.975,25.92,16.5
AGM00060355,36.933,6.95,7,AG,SKIKDA,,18.30769231,25.72903226,27.93888889,17.97096774
AGM00060360,36.822,7.809,4.9,AG,ANNABA,,20.59705882,28.45897436,29.24318182,17.54
AGM00060367,36.9,8.45,13,AG,EL-KALA,,19.84285714,28.39,27.68,16.93333333
AGM00060369,36.767,3.1,12,AG,ALGER-PORT,,17.82857143,25.7125,25.93333333,18.54444444
AGM00060402,36.712,5.07,6.1,AG,SOUMMAM,,19.140625,26.45675676,28.01666667,17.87333333
AGM00060403,36.467,7.467,228,AG,GUELMA,,21.19230769,33.13333333,31.31818182,16.75714286
AGM00060419,36.276,6.62,690.4,AG,MOHAMED BOUDIAF INTL,,16.59487179,30.23939394,28.22631579,13.3
AGM00060421,35.867,7.117,891,AG,OUM EL BOUAGHI,,18.23333333,32.075,28.24,12.92142857
AGM00060423,36.283,7.967,680,AG,SOUK AHRAS,,17.01333333,29.81333333,27.2,11.89230769
AGM00060425,36.213,1.332,141.1,AG,ECH CHELIFF,,21.29428571,33.49411765,32.46,17.15483871
AGM00060430,36.3,2.233,721,AG,MILIANA,,17.98717949,30.47714286,29.02894737,12.96571429
AGM00060437,36.283,2.733,1036,AG,MEDEA,,14.45714286,29.28125,26.9,10.36
AGM00060444,36.067,4.767,930,AG,BORDJ-BOU-ARRERIDJ,,17.109375,32.496875,27.90588235,12.35185185
AGM00060445,36.178,5.324,1050,AG,SETIF AIN ARNAT,,15.06060606,31.7483871,27.075,11.26666667
AGM00060452,35.817,-0.267,4,AG,ARZEW,,18.14545455,26.61538462,28.06363636,18.65833333
AGM00060457,35.883,0.117,138,AG,MOSTAGANEM,,18.95263158,27.66666667,29.47142857,17.6875
AGM00060461,35.7,-0.65,22,AG,ORAN-PORT,,16.9625,23.75555556,25.45555556,18.92
AGM00060467,35.667,4.5,442,AG,M'SILA,,21.9,37.16842105,31.61578947,14.6
AGM00060468,35.55,6.183,1052,AG,BATNA,,16.57,32.86451613,28.196875,12.83928571
AGM00060475,35.432,8.121,811.1,AG,CHEIKH LARBI TEBESSI,,17.23333333,32.34333333,28.21212121,13.23333333
AGM00060490,35.624,-0.621,89.9,AG,ES SENIA,,19.86904762,28.46923077,29.045,17.32972973
AGM00060506,35.6,0.3,476,AG,MASCARA-MATEMORE,,22.12222222,32.67333333,29.96428571,17.26153846
AGM00060507,35.208,0.147,513.9,AG,GHRISS,,20.1,32.36,31.46470588,16.73125
AGM00060511,35.341,1.463,989.1,AG,BOU CHEKIF,,17.85555556,31.06785714,29.05185185,13.3
AGM00060514,35.167,2.317,801,AG,KSAR CHELLALA,,19.28666667,34.875,30.57857143,13.5
AGM00060515,35.333,4.206,459,AG,BOU SAADA,,22.22727273,36.68181818,31.71764706,15.49230769
AGM00060518,35.3,-1.35,70,AG,BENI-SAF,,19.0125,26.152,26.63793103,18.18888889
AGM00060520,35.2,-0.617,476,AG,SIDI-BEL-ABBES,,19.88666667,32.3,31.77333333,17.12
AGM00060522,34.82,-1.77,426,AG,MAGHNIA,,19.125,31.53333333,31.96875,17.77222222
AGM00060531,35.017,-1.45,248.1,AG,ZENATA,,21.29642857,29.42142857,29.959375,18.86538462
AGM00060535,34.683,3.25,1144,AG,DJELFA/TLETSI,,16.63076923,31.90588235,27.57142857,10.18235294
AGM00060536,34.867,0.15,752,AG,SAIDA,,17.775,33.9,31.31,15.41176471
AGM00060540,34.15,0.067,1001,AG,EL-KHEITER,,18.48235294,34.29411765,30.48235294,13.34705882
AGM00060549,33.536,-0.242,1175,AG,MECHERIA,,18.64333333,33.53214286,29.76333333,13.73478261
AGM00060550,33.667,1,1347,AG,EL-BAYADH,,16.26388889,31.715625,27.71714286,10.52413793
AGM00060555,33.068,6.089,85,AG,SIDI MAHDI,,25.540625,39.690625,35.38928571,18.26666667
AGM00060557,33.267,-0.3,1166,AG,NAAMA,,19.38,34.01818182,29.93636364,14.43636364
AGM00060559,33.511,6.777,61.9,AG,GUEMAR,,24.1452381,39.06857143,34.78421053,17.86896552
AGM00060560,32.767,-0.6,1059,AG,AIN-SEFRA,,20.575,35.25,31.21875,15.28275862
AGM00060563,32.933,3.283,764,AG,HASSIR'MEL,,20.11666667,35.3,32.55,15.52222222
AGM00060566,32.384,3.794,460.9,AG,NOUMERAT,,23.40789474,38.33823529,34.35945946,16.90666667
AGM00060571,31.646,-2.27,811.1,AG,BECHAR,,23.37948718,37.13243243,33.19130435,16.475
AGM00060580,31.917,5.413,150,AG,OUARGLA,,26.31363636,40.02727273,36.704,19.08571429
AGM00060581,31.673,6.14,141.1,AG,OUED IRARA,,25.90882353,40.96216216,36.54285714,19.11071429
AGM00060602,30.133,-2.167,505,AG,BENI-ABBES,,26.15675676,40.99354839,36.36969697,19.2875
AGM00060603,29.717,6.7,252,AG,RHOURD NOUSS,,30.26666667,40.48571429,39.36,21.24285714
AGM00060607,29.237,0.276,313,AG,TIMIMOUN,,27.14285714,42.56774194,38,19.853125
AGM00060620,27.838,-0.186,280.1,AG,TOUAT CHEIKH SIDI MOHAMED BEL,,29.20294118,44.07586207,40.21612903,21.73548387
AGM00060630,27.233,2.5,269,AG,IN-SALAH,,30.00606061,44.85588235,40.375,22.67878788
AGM00060640,26.724,8.623,541.9,AG,ILLIZI TAKHAMALT,,29.316,42.0047619,38.72,22.48421053
AGM00060656,27.7,-8.167,442.9,AG,TINDOUF,,27.76428571,40.15714286,36.53846154,21.39565217
AGM00060670,24.293,9.452,968,AG,TISKA,,26.63076923,38.4,35.85454545,21.31515152
AJ000037575,41.55,46.667,490,AJ,ZAKATALA,,12.7,27.48043478,23.65681818,7.2775
AJ000037661,41.217,47.167,641,AJ,SHAKI,,13.37,29.85714286,25.05,5.533333333
AJ000037675,41.367,48.517,552,AJ,GUBA,,11.5,29.325,21.95625,4.327272727
AJ000037735,40.7167,46.4167,311,AJ,GANCA,,13.05955056,29.51648352,25.19673913,7.223333333
AJ000037740,40.983,47.867,682,AJ,QABALA,,10.88333333,30.1625,24.35294118,7.714285714
AJ000037749,40.65,47.75,95,AJ,GOYCHAY,,15.74615385,31.96363636,25.89090909,7.675
AJ000037756,40.533,48.933,755,AJ,MARAZA,,11.03,29.24444444,23.57272727,5.7875
AJ000037905,39.767,47.75,71,AJ,BEYLAGAN AERODROME,,15.775,34.125,28.00833333,9.42
AJ000037907,39.6,47.15,439,AJ,FIZULY,,12.225,27.88571429,23.32380952,7.494117647
AJ000037923,39.967,49.4,-16,AJ,ALAT,,9.885714286,29.81666667,26.73333333,8.916666667
AJ000037925,39.4,49.25,-24,AJ,NEFTCHALA,,13.74285714,31.04285714,27.18888889,9.075
AJ000037936,39.2,45.417,885,AJ,NAXCIVAN,,16.83333333,30.93333333,28.53333333,1.85
AJ000037985,38.75,48.817,-12,AJ,LANKARAN,,12.71,27.34571429,24.62051282,10.33529412
AJ000037989,38.5,48.9,-22,AJ,ASTARA,,11.7175,27.24473684,23.95227273,10.11621622
ALE00100939,41.3331,19.7831,89,AL,TIRANA,,16.03214286,28.39285714,26.79107143,12.49272727
ALE00108905,42.1,19.5331,43,AL,SHKODRA,,15.16734694,28.41836735,25.746,10.4
ALM00013615,41.415,19.721,38.4,AL,TIRANA RINAS,,17.92857143,28.68461538,27.38,13.66363636
AM000037682,40.783,43.833,1866,AM,AMASIA,,3.085714286,20.38571429,19.81333333,-1.828571429
AM000037686,40.78,43.83,1523,AM,GUMRI,,4.852307692,23.10769231,21.58358209,-1.42238806
AM000037699,40.533,44.383,1892,AM,APARAN,,3.514285714,22.1,19.57142857,0.2
AM000037704,40.817,44.5,1379,AM,VANADZOR,,10,23.425,25.28,5.933333333
AM000037711,40.867,45.15,733,AM,IDJEVAN,,14.575,25.18,25.325,11.53333333
AM000037781,40.5,44.2,3223,AM,ARAGAC VISOKOGORNAYA,,-5.801351351,8.356,8.140789474,-7.857894737
AM000037787,40.133,44.05,865,AM,ARMAVIR,,14.85714286,31.16666667,27.82,4.416666667
AM000037789,40.2,44.5,1113,AM,YEREVAN,,11.73258427,29.48863636,26.73176471,2.77752809
AM000037801,40.35,45.1331,1961,AM,GAVAR,,3.577631579,19.20540541,18.23108108,0.630666667
AM000037897,39.533,46.017,1581,AM,SISIAN,,7.2,23.03333333,22.32857143,5.385714286
AM000037959,39.2,46.433,706,AM,KAPAN,,14.25,28.65,24.3125,10.825
AMM00037717,40.567,45,1917,AM,SEVAN OZERO,,3.906666667,19.52727273,18.98666667,0.853333333
AO000066160,-8.85,13.233,74,AO,LUANDA,,31.22857143,26.32,26,29.48333333
AO000066390,-14.933,13.567,1761,AO,LUBANGO (SA DA BAND,,24.51428571,23.01428571,27.56,24.56
AO000066422,-15.2,12.15,45,AO,MOCAMEDES,,28.17142857,22.16666667,22.78,25.02857143
AQC00914021,-14.2667,-170.5833,6.1,AQ,AMOULI TUTUILA,AS,31.4,28.86666667,29.43333333,31.1
AQC00914397,-14.35,-170.7833,6.1,AQ,LEONE,AS,31.83,30.07142857,30.775,31.7375
AQC00914869,-14.3333,-170.7167,3,AQ,TAFUNA AP TUTUILA,AS,31.1875,29.18571429,29.3,30.9
AQC00914873,-14.35,-170.7667,14.9,AQ,TAPUTIMU TUTUILA,AS,29.8,28.6875,30.02,30.62857143
AQW00061705,-14.3306,-170.7136,3.7,AQ,PAGO PAGO WSO AP,AS,30.86862745,29.23529412,29.60588235,30.664
AR000000011,-30.267,-57.65,53,AR,MONTE CASEROS AERO,,30.81052632,19.88666667,25.50909091,32.26666667
AR000087007,-22.1,-65.6,3479,AR,LA QUIACA OBSERVATO,,19.728,15.36037736,19.56730769,20.36530612
AR000087065,-24.167,-62.9,205,AR,RIVADAVIA,,32.00243902,23.34390244,31.09047619,33.92619048
AR000087078,-24.7,-60.583,130,AR,LAS LOMITAS,,31.8173913,24.22,30.21702128,34.175
AR000087129,-27.767,-64.3,200,AR,SANTIAGO DEL ESTERO,,30.38148148,20.82,27.80192308,32.14285714
AR000087155,-27.45,-59.05,53,AR,RESISTENCIA AERO,,29.54222222,22.54468085,26.75581395,31.56590909
AR000087217,-29.383,-66.817,438,AR,LA RIOJA AERO.,,30.91666667,18.74339623,27.82745098,33.53333333
AR000087257,-29.883,-61.95,88,AR,CERES AERO,,28.8673913,19.33888889,24.90961538,30.77647059
AR000087270,-29.183,-59.7,53,AR,RECONQUISTA AERO,,28.61956522,20.226,24.94285714,30.36136364
AR000087344,-31.317,-64.217,489,AR,CORDOBA AERO,,27.172,18.15818182,23.67959184,28.19574468
AR000087374,-31.783,-60.483,74,AR,PARANA AERO,,27.61730769,17.6245283,22.272,29.58367347
AR000087418,-32.833,-68.783,704,AR,MENDOZA AERO,,27.97391304,15.06470588,22.15625,30.94807692
AR000087534,-34.133,-63.367,137,AR,LABOULAYE AERO,,27.48412698,15.77704918,22.16721311,29.63333333
AR000087623,-36.567,-64.266,192,AR,SANTA ROSA AERO,,27.46333333,14.9,20.83508772,30.12413793
AR000087692,-37.933,-57.583,22,AR,MAR DEL PLATA AERO,,24.5375,13.86041667,16.334,24.2122449
AR000087715,-38.95,-68.133,273,AR,NEUQUEN AERO,,26.98269231,13.348,19.64583333,30.4875
AR000087803,-42.933,-71.15,799,AR,ESQUEL AERO,,18.81458333,7.160869565,12.47083333,20.31458333
AR000087828,-43.2,-65.266,43,AR,TRELEW AERO,,24.82545455,12.61090909,18.36428571,27.68666667
AR000087860,-45.783,-67.5,58,AR,COMODORO RIVADAVIA,,21.98421053,11.26315789,16.84150943,25.1440678
AR000087925,-51.617,-69.283,19,AR,RIO GALLEGOS AERO,,15.814,4.89375,13.09423077,18.68653846
AR000870470,-24.85,-65.483,1246,AR,SALTA AERO,,25.07735849,20.98,25.05918367,27.568
AR000873050,-30.25,-68.75,1175,AR,JACHAL,,27.08181818,17.7974359,22.42,30.14871795
AR000875440,-35.867,-61.9,85,AR,PEHUAJO AERO,,26.53488372,14.58888889,19.94,28.20697674
AR000875850,-34.583,-58.483,25,AR,BUENOS AIRES OBSERV,,26.27525773,14.865625,19.26868687,28.10824742
AR000877500,-38.733,-62.167,75,AR,BAHIA BLANCA AERO,,26.37818182,14.18846154,19.08545455,29.56538462
ARM00087016,-23.153,-64.329,356,AR,ORAN,,31.35454545,22.24615385,29.7,32.22
ARM00087022,-22.62,-63.794,449,AR,GENERAL ENRIQUE MOSCONI TARTA,,31.1625,22.90909091,34.18571429,33.52
ARM00087046,-24.393,-65.098,920.2,AR,JUJUY,,28.25555556,21.08235294,28.65555556,32.79166667
ARM00087121,-26.841,-65.105,455.7,AR,TENIENTE BENJAMIN MATIENZO,,28.93636364,20.09230769,28.56923077,33.10909091
ARM00087148,-26.733,-60.483,93,AR,PRESIDENCIA ROQUE SAENZ PENA,,31.19,24.45555556,31.56666667,33.275
ARM00087162,-26.213,-58.228,59.1,AR,FORMOSA,,32.99333333,25.4,27.01,33.6
ARM00087166,-27.446,-58.762,61.9,AR,CORRIENTES,,31.62941176,24.2,26.03636364,32.55333333
ARM00087178,-27.386,-55.971,131.1,AR,POSADAS,,31.38181818,22.56666667,27.08,33.34444444
ARM00087222,-28.596,-65.752,463.9,AR,CATAMARCA,,32.02307692,20.63,32.01428571,34.825
ARM00087244,-29.9,-63.683,341,AR,VILLA MARIA DEL RIO,,28.94,20.14444444,24.95555556,28.575
ARM00087289,-29.689,-57.152,70.1,AR,PASO DE LOS LIBRES,,31.10588235,21.08,25.16363636,32.55384615
ARM00087311,-31.571,-68.418,597.1,AR,SAN JUAN,,30.09411765,17.76666667,22.90769231,35.48947368
ARM00087320,-30.367,-66.283,461,AR,CHAMICAL AERO,,30.74545455,18.475,28.17692308,35.06666667
ARM00087328,-31.945,-65.146,583.7,AR,VILLA DOLORES,,29.59166667,18.80625,27.59375,32.9
ARM00087349,-31.667,-63.883,338,AR,PILAR OBSERVATORIO,,27.98461538,18.24545455,25.42727273,30.6875
ARM00087395,-31.297,-57.997,34.1,AR,COMODORO PIERRESTEGUI,,30.19375,20.4,23.89333333,32.73333333
ARM00087416,-33.083,-68.417,653,AR,SAN MARTIN,,29.43846154,15.76666667,22.37647059,34.1
ARM00087436,-33.273,-66.356,709.9,AR,SAN LUIS,,27.66666667,18.775,23.60588235,32.22105263
ARM00087448,-33.73,-65.387,484.9,AR,VILLA REYNOLDS,,28.12,18.20769231,25.18333333,33.4625
ARM00087453,-33.085,-64.261,420.9,AR,RIO CUARTO AREA DE MATERIAL,,26.3,18.11538462,23.33571429,29.63076923
ARM00087467,-32.684,-62.158,110,AR,MARCOS JUAREZ,,28.03888889,18.21764706,23.84375,31.93
ARM00087480,-32.904,-60.785,25.9,AR,ROSARIO,,28.575,18.89166667,23.06666667,31.03529412
ARM00087497,-33.01,-58.613,22.9,AR,GUALEGUAYCHU,,29.3375,17.425,21.91111111,31.79166667
ARM00087506,-35.494,-69.574,1430.1,AR,MALARGUE,,26.36315789,14.34666667,19.38,28.41428571
ARM00087509,-34.588,-68.403,752.9,AR,SAN RAFAEL,,28.0125,17,21.85,32.02
ARM00087532,-35.696,-63.758,139.9,AR,GENERAL PICO,,29.47,16.05,20.76363636,32.575
ARM00087548,-34.546,-60.931,79.9,AR,JUNIN,,27.66,17.44736842,22.06190476,31.52352941
ARM00087576,-34.822,-58.536,20.4,AR,MINISTRO PISTARINI,,27.42631579,17.365,20.84090909,30.55
ARM00087582,-34.559,-58.416,5.5,AR,AEROPARQUE JORGE NEWBERY,,26.69411765,15.78,19.83529412,27.58823529
ARM00087593,-34.972,-57.895,21.9,AR,LA PLATA,,26.98333333,14.89285714,19.4,29.81428571
ARM00087640,-36.2,-61.067,94,AR,BOLIVAR AERO,,26.24444444,14.32857143,20.45714286,28.475
ARM00087641,-36.833,-59.883,147,AR,AZUL AERO,,25.66153846,13.64444444,19.33636364,30.44545455
ARM00087645,-37.237,-59.228,175,AR,TANDIL,,25.19411765,13.45,17.61333333,27.89444444
ARM00087648,-36.35,-57.733,9,AR,DOLORES AIRPORT,,26.1,14.38181818,18.56,29.05
ARM00087688,-38.387,-60.33,121.9,AR,TRES ARROYOS,,26.69,13.69,18.89,30.16666667
ARM00087765,-41.151,-71.158,846.1,AR,SAN CARLOS DE BARILOCHE,,20.28,7.422222222,11.47894737,21.70526316
ARM00087784,-40.783,-65.1,20,AR,SAN ANTONIO OESTE AERO,,26.08,14.24285714,20.1375,30.175
ARM00087791,-40.869,-63,6.1,AR,GOBERNADOR CASTELLO,,26.45,13.44736842,19.2625,30.25555556
ARM00087852,-46.517,-71.017,429,AR,PERITO MORENO ARPT,,17.78571429,8.1125,14.325,19.525
ARM00087904,-50.267,-72.05,204,AR,EL CALAFATE AERO,,17.775,6.138461538,11.23333333,16.73333333
ARM00087909,-49.307,-67.803,57.9,AR,SAN JULIAN,,20.61052632,8.765,14.93684211,22.3
ARM00087938,-54.843,-68.296,21.6,AR,USHUAIA MALVINAS ARGENTINAS,,13.22307692,4.435294118,8.923529412,13.27222222
ASM00094299,-16.288,149.965,9,AS,WILLIS ISLAND,,29.934375,26.33103448,27.51612903,30.91935484
ASM00094995,-31.542,159.079,7,AS,LORD HOWE ISLAND AERO,,25.18571429,19.59166667,19.99615385,24.27916667
ASM00094998,-54.499,158.937,8.3,AS,MACQUARIE ISLAND,,8.195652174,5.394736842,5.926086957,8.386363636
ASN00001005,-15.4644,128.1,20,AS,WYNDHAM PORT,,37.22727273,31.18181818,36.86363636,37.97
ASN00001006,-15.51,128.1503,3.8,AS,WYNDHAM AERO,,36.5,29.025,38.38125,36.58823529
ASN00001007,-13.7542,126.1485,6,AS,TROUGHTON ISLAND,,32.27105263,28.56944444,30.71944444,32.56756757
ASN00001009,-15.4875,124.5222,12,AS,KURI BAY,,33.57027027,30.39210526,33.7975,34.02
ASN00001012,-14.7925,125.8258,315,AS,MITCHELL PLATEAU,,33.14666667,28.90625,34.87142857,35.09333333
ASN00001013,-15.4872,128.1247,11,AS,WYNDHAM,,36.16666667,29.70217391,37.16956522,37.83695652
ASN00001018,-16.4181,126.1025,546,AS,MOUNT ELIZABETH,,33.48095238,26.94444444,34.81578947,32.725
ASN00001019,-14.2964,126.6453,23,AS,KALUMBURU,,33.88888889,30.27777778,36.32105263,35.05882353
ASN00001020,-14.09,126.3867,51,AS,TRUSCOTT,,32.87272727,29.11538462,33.77692308,33.66153846
ASN00001021,-14.2961,126.6431,23,AS,KALUMBURU MISSION,,34.4609375,31.0704918,35.27419355,35.45625
ASN00001025,-15.3797,126.3114,385,AS,DOONGAN,,33.64615385,28.21666667,36.02083333,33.83703704
ASN00002011,-18.2519,127.7817,360,AS,OLD HALLS CREEK,,35.23636364,26.52962963,34.47818182,37.34909091
ASN00002012,-18.2292,127.6636,422,AS,HALLS CREEK AIRPORT,,35.84788732,26.42753623,34.69705882,37.3
ASN00002014,-15.6547,128.7092,31,AS,KIMBERLEY RES.STATION,,35.64047619,29.21190476,36.99069767,37.47906977
ASN00002032,-17.0156,128.2175,203,AS,WARMUN,,36.5,28.524,36.8,38.13269231
ASN00002038,-15.7828,128.7353,47,AS,KUNUNURRA,,35.44285714,29.54761905,36.29047619,38.58571429
ASN00002056,-15.7814,128.71,44,AS,KUNUNURRA AERO,,36.15806452,29.22333333,37.35,36.12666667
ASN00002064,-16.6381,128.4517,164,AS,ARGYLE AERODROME,,36.02272727,28.27619048,37.05714286,35.7
ASN00002071,-18.2303,127.6625,422,AS,HALLS CREEK COMPARISON,,36.25,28.225,34.66,34
ASN00003002,-17.95,122.25,19,AS,BROOME POST OFFICE,,34.21090909,27.3754717,31.76666667,33.86181818
ASN00003003,-17.9475,122.2353,7.4,AS,BROOME AIRPORT,,34.30519481,28.87532468,31.88076923,33.83506494
ASN00003004,-16.3961,122.9278,25,AS,CAPE LEVEQUE,,32.93333333,27.9952381,31.205,32.825
ASN00003006,-18.1919,125.5644,114,AS,FITZROY CROSSING COMP.,,37.57857143,29.21153846,36.74444444,39.96296296
ASN00003007,-17.3044,123.6292,8,AS,DERBY POST OFFICE,,36.476,30.392,35.06956522,36.21666667
ASN00003025,-16.09,123.5942,13,AS,COCKATOO ISLAND,,33.13333333,29.35714286,30.75625,33.075
ASN00003030,-18.6844,121.7803,11,AS,BIDYADANGA,,35.92142857,29.59454545,33.42363636,34.925
ASN00003032,-17.3706,123.6611,6.2,AS,DERBY AERO,,35.30333333,30.07586207,36.115625,37.12258065
ASN00003040,-17.9903,124.1922,45,AS,CAMBALLIN,,36.58,30.55,37.31111111,41.85
ASN00003042,-19.2833,121.5,3,AS,TALGARNO,,35.5,27.65,32.94,37.55
ASN00003051,-16.7372,125.9086,401,AS,MOUNT BARNETT,,35.45,27.57777778,35.97142857,36.85
ASN00003057,-16.4514,123.0086,7,AS,CYGNET BAY,,34.35172414,27.88518519,33.07586207,34.12307692
ASN00003059,-19.0861,121.6764,31,AS,NITA DOWNS,,38.45555556,29.95555556,34.76,36.98
ASN00003069,-16.1306,123.7764,152,AS,KOOLAN ISLAND,,32.75,27.52,31.56363636,32.05555556
ASN00003076,-19.3283,125.3886,240,AS,WESTERN FIELD,,33.95,25.55,36.1,38.35
ASN00003078,-18.7267,125.9875,200,AS,CADJEBUT,,37.41,29.0375,37.56363636,35.86666667
ASN00003080,-17.5736,123.8217,77.5,AS,CURTIN AERO,,36.55652174,29.776,37.36923077,37.512
ASN00003089,-17.9492,122.2339,7,AS,BROOME COMPARISON,,34.82,29,32.66,32.88
ASN00003093,-18.1814,125.5619,114.5,AS,FITZROY CROSSING AERO,,37.27894737,29.02631579,38.44736842,37.26
ASN00003096,-17.8964,122.3122,32,AS,WEST ROEBUCK,,34.975,29.13846154,35.16428571,35.52142857
ASN00004002,-20.3139,118.5742,8,AS,PORT HEDLAND POST OFFICE,,34.90277778,26.225,30.41714286,33.73142857
ASN00004019,-19.7419,120.8436,7.5,AS,MANDORA,,37.58913043,28.728,34.51538462,36.74489796
ASN00004020,-21.1756,119.7497,182.3,AS,MARBLE BAR COMPARISON,,38.9745283,26.51415094,34.6631068,41.62095238
ASN00004027,-21.8861,120.1103,380,AS,NULLAGINE,,37.43888889,25.01111111,32.1,40.55882353
ASN00004028,-20.1078,119.5811,9,AS,PARDOO STATION,,37.23043478,28,33.74545455,34.66818182
ASN00004032,-20.3725,118.6317,6.4,AS,PORT HEDLAND AIRPORT,,37.36911765,27.275,33.04057971,36.83529412
ASN00004035,-20.7767,117.1456,12,AS,ROEBOURNE,,38.74107143,26.93508772,33.56964286,39.80344828
ASN00004043,-21.9931,119.0131,387,AS,REDMONT,,37.85714286,24.80909091,32.41,40.78095238
ASN00004045,-21.62,118.955,250,AS,ABYDOS WOODSTOCK,,36.52,25.65,33.66,41.43333333
ASN00004074,-20.3422,119.5206,45,AS,GOLDSWORTHY,,39.87307692,27.696,35.02,41.3625
ASN00004079,-21.3625,118.8783,223,AS,YANDEE,,38.5,25.31,34.03333333,42.63
ASN00004082,-20.615,117.1633,20,AS,CAPE LAMBERT,,35.03333333,25.5,30.9,37.46666667
ASN00004083,-20.7097,116.7742,7,AS,KARRATHA AERO,,37.45652174,26.27391304,31.4375,35.69130435
ASN00004084,-20.4958,120.1672,164,AS,SHAY GAP,,40.6875,27.48888889,33.77272727,41.14444444
ASN00004090,-20.7594,117.1583,10.7,AS,ROEBOURNE AERO,,39.82142857,27.48666667,34.2375,39.26875
ASN00004097,-20.6175,116.7517,48,AS,DAMPIER PORT,,35.38,25.46,28.54,31.73
ASN00004104,-20.3736,118.6297,9,AS,PORT HEDLAND MILOS AWS COMPARI,,34.03333333,28.36666667,32.43333333,34.86666667
ASN00004106,-21.1756,119.7497,182.3,AS,MARBLE BAR,,38.84,26.66875,35.9125,41.38666667
ASN00005007,-22.2406,114.0967,5,AS,LEARMONTH AIRPORT,,37.08809524,24.44047619,29.65,37.33095238
ASN00005008,-21.1906,115.9797,11,AS,MARDIE,,38.56779661,28.0877193,32.38813559,38.13220339
ASN00005016,-21.6364,115.1117,4,AS,ONSLOW,,36.04117647,25.372,28.93061224,34.92156863
ASN00005017,-21.6689,115.1092,10.5,AS,ONSLOW AIRPORT,,36.68,25.65098039,30.11960784,36.904
ASN00005026,-22.2425,118.3358,463,AS,WITTENOOM,,36.97192982,23.90517241,32.41694915,39.88813559
ASN00005051,-21.9303,114.1256,13,AS,EXMOUTH TOWN,,36.33333333,24.1875,29.5,38.1125
