id,latitude,longitude,elevation,country,name,state,21-Mar,21-Jun,21-Sep,21-Dec
USC00212645,47.4581,-92.5303,440.4,US,EVELETH WWTP,MN,2.666666667,24.00689655,15.83,-5.83
USC00212698,43.6447,-94.4656,361.8,US,FAIRMONT,MN,5.626446281,26.98,21.22083333,-2.603389831
USC00212702,43.6333,-94.4833,369.1,US,FAIRMONT RADIO KSUM,MN,5.2,22.2,24.83333333,-2.766666667
USC00212721,44.3092,-93.2661,295.7,US,FARIBAULT,MN,5.915044248,26.32956522,21.24234234,-3.112612613
USC00212737,44.6697,-93.17,298.7,US,FARMINGTON 3 NW,MN,5.614529915,26.02389381,20.53982301,-3.648245614
USC00212742,44.6333,-93.1667,281,US,FARMINGTON 1 W,MN,2.075,25.45,21.32307692,-4.441666667
USC00212768,46.2919,-96.1172,381,US,FERGUS FALLS,MN,3.570535714,25.23421053,19.46052632,-5.376315789
USC00212826,46.9167,-92.9,383.1,US,FLOODWOOD,MN,1.766666667,25.95714286,21.66666667,-3.88
USC00212842,46.9728,-92.87,384,US,FLOODWOOD 3 NE,MN,3.76,24.2,17.41290323,-4.625806452
USC00212881,45.3397,-92.9125,292.6,US,FOREST LAKE 5NE,MN,5.201694915,26.09482759,19.96785714,-3.343103448
USC00212900,44.4561,-94.735,301.8,US,FT. RIDGELY STATE PARK,MN,12.25,23.6,21.95,-3.05
USC00212904,46.1806,-94.3656,345.6,US,FT RIPLEY,MN,5.492307692,25.84,19.37916667,-6.875
USC00212916,47.5639,-95.7247,396.2,US,FOSSTON 1 E,MN,2.427083333,24.11789474,18.48210526,-7.058333333
USC00213051,46.3306,-93.7675,368.8,US,GARRISON 4 NE,MN,2.78,18.3,17.23333333,-3.775
USC00213076,44.5564,-94.2208,310.3,US,GAYLORD,MN,4.572131148,27.38166667,20.54,-3.871666667
USC00213104,47.0792,-96.7758,269.7,US,GEORGETOWN 1 E,MN,3.126530612,26.21020408,19.38510638,-6.784313725
USC00213169,44.75,-94.1333,306.6,US,GLENCOE,MN,6.277777778,24.54166667,21.66923077,-1.752
USC00213174,45.6583,-95.4392,365.2,US,GLENWOOD 2 WNW,MN,4.013235294,25.55671642,20.0115942,-4.676470588
USC00213282,47.7517,-90.3283,186.5,US,GRAND MARAIS,MN,2.664210526,18.34742268,16.10792079,-3.171717172
USC00213290,43.7047,-92.5644,411.5,US,GRAND MEADOW,MN,5.483606557,25.47642276,20.90165289,-3.770731707
USC00213296,47.9711,-89.6908,222.5,US,GRAND PORTAGE,MN,2.340909091,19.6,17.11860465,-4.785365854
USC00213303,47.2436,-93.4975,399.3,US,GRAND RPDS FOREST LAB,MN,4.112745098,24.41862745,18.02647059,-6.094117647
USC00213307,45.7333,-93.2,283.5,US,GRANDY,MN,8.05,21.95,20,1.1
USC00213311,44.8136,-95.5517,283.5,US,GRANITE FALLS,MN,6.483333333,27.93571429,22.70714286,-1.05
USC00213411,46.4119,-94.3608,370.3,US,GULL LAKE DAM,MN,3.285333333,24.24864865,17.53733333,-6.005263158
USC00213417,48.1603,-90.8842,443.5,US,GUNFLINT LAKE 10 NW,MN,1.814,22.98085106,15.23863636,-5.738297872
USC00213455,48.7714,-96.9406,248.4,US,HALLOCK,MN,1.344117647,24.50190476,18.764,-8.533333333
USC00213567,44.7597,-92.8689,207.3,US,HASTINGS DAM 2,MN,5.417142857,26.68387097,21.07222222,-3.154285714
USC00213587,46.8833,-96.25,355.1,US,HAWLEY 3 NE,MN,1.595454545,24.78695652,18.74545455,-6.145454545
USC00213727,47.4333,-92.9667,467,US,HIBBING PWR SUBSTN,MN,1.74,22.44705882,14.64705882,-6.964705882
USC00213793,45.9919,-92.9928,315.5,US,HINCKLEY,MN,3.896,24.95862069,19.14418605,-4.819178082
USC00213921,47.5833,-92.1333,463.9,US,HOYT LAKES 5 N,MN,1.192,22.33076923,15.48076923,-7.129166667
USC00213962,44.9089,-94.3675,333.8,US,HUTCHINSON 1 N,MN,4.647692308,26.40625,20.76666667,-4.213846154
USC00213965,44.8978,-94.3719,326.1,US,HUTCHINSON 2,MN,5.1,27.02,22.66,-4.6
USC00214068,47.6181,-91.3753,612.6,US,ISABELLA 1 W,MN,0.864705882,22.47272727,15.77631579,-5.93
USC00214077,47.5933,-91.6514,530.4,US,ISABELLA 14W,MN,2.7,20.14285714,15.31428571,-3.8875
USC00214093,47.0239,-92.07,429.8,US,ISLAND LAKE 4E,MN,4.6625,19.67142857,16.42857143,-3.5375
USC00214096,46.9833,-92.2333,418.2,US,ISLAND LAKE RSVR,MN,1.4,20.98,15.16666667,-7
USC00214103,46.3197,-93.5014,391.7,US,ISLE 12N,MN,3.408163265,24.40769231,18.368,-5.511538462
USC00214106,47.2256,-95.1919,454.2,US,ITASCA UNIV OF MINN,MN,3.262376238,23.82169811,18.01153846,-6.452427184
USC00214176,44.65,-93.6356,274.3,US,JORDAN 1SSW,MN,4.527692308,26,19.240625,-3.706060606
USC00214191,48.4089,-93.0483,365.8,US,KABETOGAMA,MN,3.16875,23.50666667,16.625,-5.352941176
USC00214213,48.5833,-96.5167,325.2,US,KARLSTAD,MN,1.426086957,24.22083333,17.488,-10.70434783
USC00214215,48.5558,-96.48,311.5,US,KARLSTAD 2SE,MN,1.65,22.2,17.25,-0.55
USC00214233,47.9422,-94.4553,413.6,US,KELLIHER,MN,2.802631579,22.87894737,17.08372093,-8.658536585
USC00214306,48.5011,-92.6444,342,US,KETTLE FALLS,MN,2.717647059,23.8,16.59375,-6.938461538
USC00214373,45.3533,-94.3056,353.6,US,KIMBALL 3N,MN,5.733333333,25.9,20.4125,-3.333333333
USC00214418,43.8658,-91.31,197.2,US,LA CRESCENT DAM 7,MN,4.55,27.28181818,21.45,1.009090909
USC00214441,44.1,-94.2,301.8,US,LAKE CRYSTAL,MN,9.192307692,26.425,20.25454545,-3
USC00214445,45,-94.25,331.9,US,LAKE JENNIE,MN,4.083333333,27.41111111,22.87142857,-0.275
USC00214453,43.7022,-95.1519,466.3,US,LAKEFIELD 2NE,MN,6.404761905,26.895,22.35238095,-3.919047619
USC00214534,43.9983,-95.9494,503.8,US,LAKE WILSON,MN,6.2,27.96315789,20.99069767,-4.213953488
USC00214546,44.2394,-95.3153,347.5,US,LAMBERTON SW RSCH & OUTREACH C,MN,4.792982456,27.425,21.4,-4.208928571
USC00214652,47.2467,-94.2228,396.8,US,LEECH LAKE,MN,3.490677966,24.05555556,18.61848739,-5.505172414
USC00214778,45.1278,-94.5347,341.4,US,LITCHFIELD,MN,4.580769231,26.2038961,20.31410256,-4.178666667
USC00214793,46.0039,-94.345,341.4,US,LITTLE FALLS 2NNE,MN,5.232673267,25.50873786,20.08557692,-5.333333333
USC00214806,48.4,-93.55,360,US,LITTLEFORK RS,MN,1.02,24.14736842,18.55,-5.45
USC00214809,48.3681,-93.7214,365.8,US,LITTLEFORK 10 SW,MN,2.864705882,25.6625,16.975,-6.113333333
USC00214861,45.9647,-94.8892,408.4,US,LONG PRAIRIE,MN,4.020408163,25.27653061,19.50714286,-4.496907216
USC00214884,44.9783,-93.2469,229.8,US,LOWER ST ANTHONY FALLS,MN,6.7125,28.8,21.4375,-2.984
USC00214914,47.5833,-90.75,366.4,US,LUTSEN,MN,6.133333333,15.55,17.56666667,-1.7
USC00214918,47.6981,-90.6656,396.2,US,LUTSEN 3NNE,MN,0.872222222,21.33157895,15.89411765,-6.016666667
USC00214937,43.6658,-96.2022,457.2,US,LUVERNE,MN,6.461290323,26.91803279,21.44516129,-2.7
USC00214987,44.3667,-95.8667,-999.9,US,LYND #1,MN,6.78,24.93333333,25.9625,1.78
USC00214989,44.3667,-95.8667,358.1,US,LYND #2,MN,7.048571429,25.29411765,22.57352941,-1.71875
USC00214990,43.5242,-91.7617,337.4,US,MABEL,MN,9.75,25.93333333,24.46666667,8.33e-17
USC00214994,45.0025,-96.1661,329.2,US,MADISON WWTP,MN,5.525675676,27.18,21.45714286,-2.626666667
USC00215012,47.3169,-95.9692,369.4,US,MAHNOMEN,MN,3.927659574,24.28837209,17.5,-7.00212766
USC00215020,47.4667,-92.9833,481.9,US,MAHONING MINE,MN,2.7375,23.29166667,17.41666667,-6.708333333
USC00215073,44.1542,-94.0211,259.1,US,MANKATO,MN,6.503846154,27.86153846,21.6,-3.765384615
USC00215136,45,-93.65,295.7,US,MAPLE PLAIN,MN,5.198876404,25.38,20.66309524,-3.790322581
USC00215175,47.6308,-93.6522,422.8,US,MARCELL 5NE,MN,2.365,23.56,16.35,-8.435
USC00215204,44.4706,-95.7908,351.1,US,MARSHALL,MN,5.439240506,26.97922078,21.52911392,-3.5175
USC00215298,46.9833,-92.7333,386.8,US,MEADOWLANDS 9 S,MN,3.772727273,23.64029851,18.01323529,-6.253968254
USC00215325,45.6772,-94.8019,364.2,US,MELROSE,MN,4.476363636,25.82363636,19.14107143,-4.89245283
USC00215392,45.7533,-93.6617,324.3,US,MILACA,MN,4.665454545,25.28288288,19.78482143,-4.733944954
USC00215400,45.1219,-95.9269,310.9,US,MILAN 1 NW,MN,5.851612903,26.69256198,21.29918699,-3.184166667
USC00215424,44.9667,-93.3333,259.1,US,MINNEAPOLIS #1,MN,4.922222222,28.34444444,22.725,0.025
USC00215433,44.9833,-93.3,-999.9,US,MINNEAPOLIS WB DWTN,MN,5.756140351,25.59642857,22.11578947,-2.543859649
USC00215486,43.5833,-91.8,225.6,US,MINNESOTA CITY,MN,10.975,26.97142857,25.4,1.566666667
USC00215488,44.16,-91.8122,204.2,US,MINNESOTA CITY DAM 5,MN,6.045833333,28.74,21.0875,-0.575
USC00215533,47.95,-94.2167,430.1,US,MIZPAH,MN,3.277777778,24.52857143,20.55714286,-7.928571429
USC00215563,44.9342,-95.7461,301.8,US,MONTEVIDEO 1 SW,MN,5.066935484,26.64552846,21.7057377,-3.425409836
USC00215584,46.8667,-96.7667,-999.9,US,MOREHEAD,MN,2.233333333,21.3,16.1,-4.45
USC00215586,46.8875,-96.7483,275.5,US,MOORHEAD,MN,4.945454545,26.2125,19.22608696,-6.060869565
USC00215589,46.8667,-96.75,287.1,US,MOORHEAD ST TEACHERS C,MN,3.618518519,25.05490196,21.02115385,-5.072
USC00215590,44.4175,-94.9217,317,US,MORGAN,MN,7.25,26.4,26.4,0
USC00215598,46.4378,-92.7578,338.3,US,MOOSE LAKE 1 SSE,MN,3.968674699,24.39347826,18.62365591,-4.955421687
USC00215615,45.8775,-93.3147,310.3,US,MORA,MN,4.844144144,25.18230088,19.69082569,-4.251785714
USC00215638,45.59,-95.8744,347.5,US,MORRIS W CNTRL RSCH & OUTREACH,MN,3.632824427,25.15801527,20.3015625,-4.924615385
USC00215665,44.95,-93.65,285,US,MOUND,MN,5.688888889,25.99,16.46666667,-4.06
USC00215677,47.5333,-92.6,460.2,US,MOUNT IRON,MN,3.066666667,23.38125,19.04,-4.18
USC00215693,48.3,-95.9833,348.1,US,MUD LAKE NAT'L WR,MN,-0.175,23.05,22.96666667,-8.9
USC00215838,45.01,-93.3792,277.4,US,NEW HOPE,MN,6.710714286,25.704,19.34444444,-3.353846154
USC00215842,45.305,-94.9392,381,US,NEW LONDON,MN,4.555855856,25.82252252,20.78504673,-3.818181818
USC00215853,43.8833,-93.5,359.7,US,NEW RICHLAND,MN,6.761111111,25.55882353,20.81111111,-2.617647059
USC00215887,44.3006,-94.4897,271.3,US,NEW ULM 2 SE,MN,6.287931034,27.28119658,21.7440678,-2.907758621
USC00215888,44.2944,-94.4083,281.9,US,NEW ULM 3SE,MN,8.642857143,26.76666667,19.73333333,-1.4
USC00215902,46.5233,-95.3847,428.5,US,NEW YORK MILLS,MN,3.325,24.59166667,19.26666667,-5.091666667
USC00215989,47.8358,-94.2556,431.3,US,NORTHOME 3S,MN,3.522222222,22.22857143,17.6375,-4.65
USC00216007,44.1667,-94.0333,239.3,US,NORTH MANKATO,MN,4.734482759,26.93793103,20.87586207,-2.89
USC00216008,44.1708,-94.0386,304.8,US,N MANKATO 2,MN,7.9,26.34,23.7,-4.175
USC00216148,47.8333,-95.85,350.5,US,OKLEE,MN,2.088461538,24.37857143,16.86153846,-8.122222222
USC00216152,44.7628,-94.9297,335.3,US,OLIVIA 3E,MN,4.305263158,27.55263158,20.64358974,-4.836842105
USC00216211,48.0508,-92.7636,400.8,US,ORR 3E,MN,2.73,21.54444444,16.45,-4.4375
USC00216212,48.05,-93.1,396.2,US,ORR 13 W,MN,1.833333333,22.76,14.78,-7.0125
USC00216213,48.0553,-92.8425,423.7,US,ORR,MN,-1.925,21.35,13.66,-6.666666667
USC00216228,46.2153,-96.1781,331,US,ORWELL DAM,MN,2.621428571,26.69615385,18.404,-6.805
USC00216233,45.85,-95.1833,409.3,US,OSAKIS,MN,4.211111111,26.1125,18.5375,-4.455555556
USC00216276,46.4144,-95.5464,411.2,US,OTTERTAIL,MN,3.816666667,25.33333333,17.87169811,-5.456603774
USC00216287,44.0981,-93.2308,347.5,US,OWATONNA,MN,5.663157895,27.29454545,20.51607143,-3.216071429
USC00216386,45.3833,-94.7333,360,US,PAYNESVILLE,MN,7.033333333,21.1,19.43333333,-5.733333333
USC00216479,45.9667,-94.1,354.2,US,PIERZ,MN,2.225,21.675,16,-6.3
USC00216547,46.6694,-94.1089,381,US,PINE RVR DAM,MN,3.88974359,24.72241379,18.96724138,-5.277966102
USC00216565,44.0139,-96.3258,519.7,US,PIPESTONE,MN,5.728205128,26.20775862,20.93539823,-3.459482759
USC00216573,44,-94,-999.9,US,PLEASANT MOUND,MN,6.855555556,23.22222222,21.5875,1.55
USC00216612,47.2508,-93.5861,390.1,US,POKEGAMA DAM,MN,3.648648649,23.98103448,17.97079646,-5.966037736
USC00216654,43.6725,-92.0747,283.5,US,PRESTON,MN,6.31875,26.3234375,20.83384615,-2.425
USC00216787,47.8878,-96.2658,317.3,US,RED LAKE FALLS,MN,2.987878788,24.47216495,18.85643564,-6.809
USC00216795,47.8761,-95.0167,370.6,US,RED LAKE INDIAN AGCY,MN,1.86627907,23.41294118,17.1804878,-7.063529412
USC00216822,44.6103,-92.61,206.3,US,RED WING DAM 3,MN,6.353333333,26.72592593,21.5137931,-2.703333333
USC00216839,44.5486,-95.0997,310.9,US,REDWOOD FALLS,MN,8.4625,27.85,24.37777778,-2.655555556
USC00216849,47.0622,-93.915,410,US,REMER #2,MN,3.374074074,23.49354839,17.7,-7.061290323
USC00216920,45.7575,-94.2072,332.2,US,RICE,MN,5.425,26.58181818,20.50909091,-2.390909091
USC00217009,44.0667,-92.4667,299,US,ROCHESTER SEWAGE,MN,4.455555556,25.87777778,18.98,-1.185714286
USC00217012,43.6556,-96.2058,457.2,US,ROCK CO SHERIFF,MN,4.34,25.56,22.96666667,-0.157142857
USC00217087,48.8486,-95.7675,319.1,US,ROSEAU,MN,2.028125,23.84791667,17.74489796,-8.572164948
USC00217107,44.7178,-93.0975,289.6,US,ROSEMOUNT RSCH & OUTREACH CTR,MN,5.159701493,26.4515625,20.578125,-3.656923077
USC00217149,46.4808,-96.2869,367,US,ROTHSAY,MN,3.724528302,25.30740741,19.17818182,-6.419642857
USC00217184,43.8053,-91.75,234.7,US,RUSHFORD,MN,7.391666667,26.82727273,21.18695652,-1.695833333
USC00217277,43.95,-92.0667,259.1,US,ST CHARLES,MN,5.706666667,26.64642857,22.52758621,-1.855172414
USC00217326,43.9903,-94.6122,326.1,US,ST JAMES WWTP,MN,5.359649123,27.24137931,21.68392857,-3.354237288
USC00217362,46.1167,-95.8333,452.6,US,ST OLAF,MN,2.085714286,26.75,20.75,-1.2
USC00217377,44.9461,-93.03,274.3,US,ST PAUL,MN,5.195918367,25.74468085,19.52978723,-4.502083333
USC00217379,44.9311,-93.1539,281.9,US,ST PAUL 3SW,MN,5.67,27.83,21.63636364,-0.709090909
USC00217381,45,-93.1667,289.9,US,ST PAUL UNIV FARM,MN,6.78,25.93333333,21.3,-6.44
USC00217405,44.3222,-93.9656,242.3,US,ST PETER,MN,7.141666667,27.28389831,21.99834711,-2.686206897
USC00217460,46.7953,-93.3211,376.1,US,SANDY LAKE DAM LIBBY,MN,3.251351351,24.04117647,18.37966102,-5.297345133
USC00217502,45.5458,-93.7572,307.8,US,SANTIAGO 3 E,MN,5.269090909,26.17818182,19.53703704,-4.265454545
USC00217514,45.75,-94.9167,379.2,US,SAUK CTR,MN,4.433333333,27.775,17.5,-2.9
USC00217533,47.8333,-90.8667,463.3,US,SAWBILL,MN,7.233333333,23.23636364,18.8,-3.2
USC00217573,44.7667,-93.5,227.1,US,SHAKOPEE,MN,4.61,24.55454545,22.05,0.5
USC00217602,43.6303,-94.7744,402.3,US,SHERBURN 3 WSW,MN,9.077777778,27.8375,24.7875,-1.7125
USC00217740,43.9,-95.8833,481.9,US,SLAYTON 9 SW,MN,3.5,25.21333333,21.7,-3.247058824
USC00217907,44.2469,-94.9864,324.9,US,SPRINGFIELD 1 NW,MN,4.427027027,27.05789474,20.98666667,-3.962666667
USC00217935,44.9347,-93.6275,309.7,US,SPRING PARK,MN,4.981818182,27.2875,21.44,-4.011111111
USC00218011,47.5667,-92.2,457.2,US,STEPHENS MINE,MN,3.728571429,30.01428571,16.02857143,-4.3625
USC00218025,44.7344,-94.3425,317,US,STEWART,MN,4.706818182,27.03478261,19.9,-5.144186047
USC00218037,45.0417,-92.7975,216.4,US,STILLWATER 1 SE,MN,5.284444444,26.75681818,20.00444444,-3.940425532
USC00218039,45.0456,-92.8522,273.7,US,STILLWATER 2SW,MN,6.709090909,26.89,21.27272727,-0.954545455
USC00218191,46.9581,-95.6547,459.6,US,TAMARAC WILDLIFE REF,MN,3.332258065,23.621875,17.76285714,-6.163333333
USC00218204,45.4167,-92.65,232,US,TAYLORS FALLS 1 NE,MN,7.672093023,27.04634146,22.45227273,-3.329545455
USC00218227,44.2814,-92.1942,243.8,US,THEILMAN 1SSW,MN,6.053846154,27.38823529,21.204,-2.628846154
USC00218243,48.0667,-96.1833,339.9,US,THIEF RIVER FALLS,MN,1.094,23.25510204,17.744,-7.470212766
USC00218247,48.1328,-96.1819,343.8,US,THIEF RVR FALLS 2,MN,3.613888889,25.21666667,17.11470588,-7.486111111
USC00218254,48.2108,-95.2475,377,US,THORHULT,MN,3.473214286,24.07735849,16.38679245,-6.869811321
USC00218307,47.8003,-92.2867,432.8,US,TOWER DNR,MN,3.016666667,23.96315789,17.97647059,-6.44
USC00218311,47.7817,-92.2783,435.9,US,TOWER 2S,MN,2.291803279,23.2109375,16.70625,-5.722222222
USC00218323,44.2394,-95.6308,427.6,US,TRACY,MN,4.954455446,26.64660194,21.32352941,-3.867647059
USC00218419,47.0258,-91.6653,190.5,US,TWO HARBORS,MN,3.469747899,21.07355372,17.90661157,-2.844628099
USC00218421,47.1253,-91.7067,413,US,TWO HARBORS 7NW,MN,3.652631579,22.62631579,17.36315789,-4.631578947
USC00218429,44.2781,-96.1281,528.8,US,TYLER,MN,4.77826087,26.296,18.76,-7.004
USC00218450,44.9847,-93.1772,295.7,US,UNIV OF MINN ST PAUL,MN,6.860869565,27.17391304,21.1125,-3.0625
USC00218477,45.0483,-93.0958,271.3,US,VADNAIS LAKE,MN,6.884848485,27.37741935,19.89375,-3.26969697
USC00218543,47.5,-92.55,438.9,US,VIRGINIA,MN,2.794520548,23.92702703,17.58219178,-6.730555556
USC00218550,44.3667,-92.0333,201.8,US,WABASHA,MN,8,21.83333333,24.175,-0.0125
USC00218579,46.3939,-95.1494,418.2,US,WADENA 3 S,MN,3.185263158,24.11145833,18.34680851,-5.75212766
USC00218618,47.0936,-94.5739,435.9,US,WALKER,MN,3.272058824,23.54393939,16.65396825,-5.491044776
USC00218621,47.0997,-94.5725,414.5,US,WALKER RS,MN,1.9,22.88333333,18.05,-4.9
USC00218656,48.65,-95.75,362.7,US,WANNASKA 1 S,MN,1.263636364,24.01304348,17.828,-8.27826087
USC00218673,48.1833,-96.7333,261.8,US,WARREN,MN,1.9,23.7375,22.4,-9.744444444
USC00218679,48.8947,-95.3303,327.1,US,WARROAD,MN,2.025961538,23.37425743,17.08461538,-7.835238095
USC00218692,44.0708,-93.5264,351.4,US,WASECA S RSCH & OUTREACH CTR,MN,5.766666667,26.44215686,21.36336634,-3.897029703
USC00218700,48.2058,-94.4272,363,US,WASKISH 4NE,MN,2.806521739,24.42195122,17.80465116,-6.765217391
USC00218808,43.7467,-93.7367,345.9,US,WELLS,MN,7.037037037,27.5037037,22.048,-2.589285714
USC00218907,45.8081,-96.5042,310.3,US,WHEATON,MN,5.142352941,25.97764706,20.95632184,-4.370238095
USC00218947,45.8619,-96.565,312.1,US,WHITE ROCK DAM,MN,4.144444444,26.5875,22.5,-3.794117647
USC00218951,44.0833,-92.0333,251.5,US,WHITEWATER STATE PARK,MN,1.4,26.65,25.85,2.775
USC00218986,45.5231,-92.7489,256,US,WILD RVR SP,MN,5.596153846,26.776,20.25769231,-2.346153846
USC00219001,45.19,-95.0586,362.7,US,WILLMAR 5N,MN,7.142857143,25.66,21.9,-2.871428571
USC00219004,45.1078,-95.0358,335.3,US,WILLMAR WWTP,MN,4.230097087,25.64038462,20.33333333,-4.51372549
USC00219015,46.3167,-92.8,319.4,US,WILLOW RIVER,MN,4.146153846,22.46363636,20.78888889,0.275
USC00219033,43.8575,-95.1167,419.1,US,WINDOM,MN,6.65,26.93522727,21.2494382,-3.303409091
USC00219046,43.7639,-94.1661,338.3,US,WINNEBAGO,MN,5.892372881,26.23826087,21.76491228,-3.387931034
USC00219059,47.4306,-94.0586,400.8,US,WINNIBIGOSHISH DAM,MN,3.309677419,23.87291667,18.30638298,-6.002173913
USC00219067,44.0422,-91.6364,198.7,US,WINONA,MN,7.723853211,27.14444444,22.18773585,-2.173636364
USC00219072,44.0875,-91.6703,202.1,US,WINONA DAM 5 A,MN,6.463888889,26.96764706,21.78529412,-1.251428571
USC00219093,44.5333,-94.3667,-999.9,US,WINTHROP,MN,9.633333333,22.96666667,19.26666667,1.3
USC00219101,47.9333,-91.7667,407.5,US,WINTON PWR PLT,MN,2.755813953,24.01904762,15.99534884,-6.77
USC00219134,47.45,-91.2167,426.7,US,WOLF RIDGE ELC,MN,2.875,22.94166667,16.45416667,-2.9
USC00219166,43.6167,-95.6,484.9,US,WORTHINGTON,MN,5.587012987,25.52597403,21.35974026,-2.871052632
USC00219168,43.6308,-95.6817,518.2,US,WORTHINGTON RAD KWOA,MN,8.11,28.87,22.74545455,-4.27
USC00219170,43.645,-95.5803,478.5,US,WORTHINGTON 2 NNE,MN,5.735555556,27.02222222,20.32444444,-4.826086957
USC00219173,46.6803,-92.9542,405.4,US,WRIGHT 3 E,MN,3.647272727,23.73333333,17.17407407,-5.463636364
USC00219249,44.2992,-92.6661,295.7,US,ZUMBROTA,MN,6.186486486,26.47478261,21.35315315,-2.963963964
USC00220021,33.83,-88.5214,60.4,US,ABERDEEN,MS,19.64608696,32.90163934,29.91229508,12.73076923
USC00220130,31.75,-90.65,156.1,US,ALLEN,MS,20.74166667,32.875,30.91818182,16.3
USC00220195,32.9833,-90.8333,33.5,US,ANGUILLA,MS,21.82068966,33.89285714,30.17241379,13.84642857
USC00220290,34.8492,-89.1597,183.8,US,ASHLAND,MS,19.44285714,31.82857143,28.1,11.67142857
USC00220325,34.6333,-90.4333,61,US,AUSTIN,MS,19.15142857,32.74166667,27.51111111,10.87297297
USC00220427,31.75,-90.5833,156.1,US,BARLOW 6 SE,MS,19.34,31.95,31.8,16.1
USC00220488,34.3061,-89.9806,67.1,US,BATESVILLE 2 SW,MS,18.89834711,32.7904,29.67177419,11.83629032
USC00220519,30.3,-89.3333,6.1,US,BAY SAINT LOUIS,MS,21.50823529,31.83372093,30.14235294,16.26309524
USC00220521,30.3758,-89.5989,9.1,US,BAY ST LOUIS NASA,MS,21.8125,32.196875,30.37931034,17.37857143
USC00220523,31.9694,-89.2889,125.3,US,BAY SPRINGS,MS,21.25121951,32.77692308,30.01538462,15.44102564
USC00220585,31.2353,-88.9186,59.1,US,BEAUMONT EXP.STATION,MS,22.43846154,33.82692308,32.39230769,17.35384615
USC00220660,33.1772,-90.4919,35.1,US,BELZONI,MS,20.19638554,33.12470588,30.86707317,13.44268293
USC00220792,30.3931,-89.0008,3,US,BILOXI,MS,21.42956522,31.77719298,30.05762712,15.98965517
USC00220801,30.4,-88.8833,8.2,US,BILOXI DISPLAY,MS,20.08571429,30.43333333,28.81666667,15.83333333
USC00220955,34.6344,-88.5622,149.4,US,BOONEVILLE,MS,18.00932203,31.33846154,28.45213675,10.69237288
USC00221069,31.3833,-91.3833,18,US,BRIERS,MS,23.17142857,31.3,29.45,14.16666667
USC00221094,31.5447,-90.4581,132.6,US,BROOKHAVEN CITY,MS,21.4925,33.15901639,30.76065574,15.32605042
USC00221111,33.2597,-88.5636,89,US,BROOKSVILLE EXP STN,MS,18.21428571,32.45714286,29.61875,11.81428571
USC00221314,33.8592,-89.3136,81.7,US,CALHOUN CITY,MS,19.42419355,31.98730159,29.71290323,12.95862069
USC00221389,32.6714,-90.0361,76.2,US,CANTON 4N,MS,20.7559322,32.96982759,30.65641026,14.72956522
USC00221489,32.7506,-89.5389,112.8,US,CARTHAGE,MS,20.28148148,32.26909091,30.44915254,14.56491228
USC00221606,34.0039,-90.0681,54.9,US,CHARLESTON,MS,19.73387097,32.7,29.71111111,12.4
USC00221707,34.1864,-90.5572,52.7,US,CLARKSDALE,MS,19.29090909,33.05909091,29.77297297,11.92990654
USC00221738,33.7367,-90.7444,42.1,US,CLEVELAND,MS,18.34464286,33.3,29.89655172,12.2
USC00221743,33.7942,-90.7128,42.7,US,CLEVELAND 3 N,MS,17.30555556,32.58,29.81428571,10.855
USC00221852,31.6419,-89.5572,88.4,US,COLLINS,MS,21.71917808,32.52463768,30.56438356,16.25277778
USC00221865,31.2503,-89.8361,45.7,US,COLUMBIA,MS,22.64174757,33.67428571,31.38333333,16.89215686
USC00221870,33.4667,-88.3667,64,US,COLUMBUS 4 ESE,MS,20.39113924,33.1525,30.84415584,13.30266667
USC00221880,33.4678,-88.3847,44.2,US,COLUMBUS,MS,19.74571429,32.57352941,29.25142857,13.49428571
USC00221962,34.8792,-88.6178,117.3,US,CORINTH 7 SW,MS,18.33870968,32.56304348,29.07526882,11.04893617
USC00222094,31.9461,-90.3775,148.4,US,CRYSTAL SPGS EXP STN,MS,21.17234043,33.0173913,30.86344086,15.19438202
USC00222099,32.0333,-90.3167,113.1,US,CRYSTAL SPRINGS 4 NNE,MS,20.38666667,31.96,30.17333333,15.43666667
USC00222241,32.4333,-89.1167,131.1,US,DECATUR,MS,19.12,32.5,30.95,14.3
USC00222282,32.7622,-88.6494,120.7,US,DE KALB 2,MS,24.575,34.325,28.65,17.35
USC00222385,31.9544,-89.9328,101.8,US,D'LO 2 SW,MS,21.365625,32.40793651,30.67076923,15.33015873
USC00222477,33.6333,-89.7167,75.9,US,DUCK HILL,MS,20.86530612,32.994,30.99803922,13.82857143
USC00222658,32.7994,-89.3367,106.7,US,EDINBURG,MS,20.27142857,32.69285714,30.24142857,14.34029851
USC00222668,32.3167,-90.6167,75.9,US,EDWARDS,MS,22.52142857,33.10344828,30.47407407,13.39285714
USC00222896,33.5628,-89.2358,134.1,US,EUPORA 2 E,MS,19.68941176,32.18536585,29.57439024,13.22891566
USC00222994,31.6833,-91.0667,85,US,FAYETTE,MS,19.69333333,31.52666667,29.13333333,12.37647059
USC00222997,31.6833,-91.05,-999.9,US,FAYETTE 3 S,MS,23.20833333,33.00833333,29.74347826,14.92608696
USC00223107,32.36,-89.4208,137.2,US,FOREST,MS,20.77692308,32.56097561,30.31463415,15.06753247
USC00223173,33.2833,-89.4,-999.9,US,FRENCH CAMP,MS,21.88,30.73333333,29.53333333,14.18333333
